 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,filename
0.61,0.74,0.43,0.63,0.95,0.9,0.56,0.91,0.97,0.73,0.24,0.39,0.45,0.46,0.96,0.81,0.46,11F_HA_o_HPY.csv
0.61,0.86,0.42,0.54,0.36,0.15,0.41,0.38,0.45,0.37,0.5,0.6,0.26,0.51,0.44,0.48,0.57,36M_NE_c_NUT.csv
0.87,1.0,0.5,0.99,0.35,0.51,0.6,0.57,0.53,0.48,0.3,0.43,0.27,0.56,0.86,0.93,0.43,41M_SP_o_SUR.csv
0.42,0.78,0.19,0.89,0.5,0.64,0.65,0.6,0.54,0.38,0.53,0.62,0.18,0.58,0.79,0.76,0.43,27M_AN_o_ANG.csv
0.76,0.94,0.63,0.48,0.54,0.57,0.67,0.51,0.42,0.36,0.52,0.54,0.33,0.48,0.89,0.92,0.39,16F_NE_o_NUT.csv
0.72,0.92,0.51,0.5,0.32,0.43,0.42,0.41,0.4,0.65,0.49,0.48,0.32,0.53,0.48,0.71,0.51,17F_NE_c_NUT.csv
0.83,0.95,0.5,0.94,0.82,0.7,0.61,0.85,0.88,0.92,0.54,0.75,0.31,0.8,0.7,0.95,0.39,35M_HA_x_HPY.csv
0.98,0.86,0.89,0.82,0.43,0.67,0.65,0.66,0.48,0.4,0.69,0.84,0.6,0.48,0.28,0.41,0.43,35M_HA_x_HPY.csv
0.45,0.79,0.46,0.66,0.89,0.7,0.64,0.9,0.98,0.81,0.3,0.43,0.49,0.46,0.96,0.69,0.51,01F_HA_o_HPY.csv
0.96,0.99,0.27,0.94,0.8,0.84,0.38,0.94,0.97,0.84,0.24,0.37,0.57,0.56,0.96,0.6,0.38,32M_HA_x_HPY.csv
0.65,0.88,0.44,0.63,0.45,0.18,0.44,0.47,0.47,0.32,0.47,0.54,0.24,0.49,0.64,0.57,0.56,36M_NE_o_NUT.csv
0.45,0.44,0.81,0.92,0.47,0.1,0.4,0.56,0.37,0.48,0.41,0.73,0.2,0.48,0.52,0.58,0.37,14F_AN_c_ANG.csv
0.82,0.8,0.72,0.46,0.79,0.79,0.77,0.83,0.77,0.47,0.56,0.77,0.89,0.69,0.29,0.25,0.53,14F_AN_c_ANG.csv
0.68,0.56,0.82,0.58,0.57,0.58,0.4,0.17,0.36,0.79,0.54,0.73,0.26,0.88,0.7,0.05,0.6,31M_SA_c_SAD.csv
0.49,0.77,0.33,0.47,0.54,0.33,0.65,0.58,0.58,0.7,0.52,0.62,0.19,0.64,0.56,0.65,0.64,23M_NE_c_NUT.csv
0.82,0.97,0.35,0.99,0.38,0.23,0.39,0.32,0.47,0.17,0.64,0.55,0.69,0.41,0.67,0.41,0.3,37M_FE_o_FER.csv
0.49,0.61,0.95,0.39,0.53,0.61,0.74,0.57,0.37,0.55,0.51,0.83,0.53,0.54,0.45,0.57,0.6,33M_AN_c_ANG.csv
0.93,0.99,0.76,0.99,0.6,0.23,0.42,0.35,0.36,0.52,0.6,0.65,0.76,0.5,0.71,0.7,0.28,19F_FE_o_FER.csv
0.41,0.5,0.83,0.77,0.46,0.66,0.84,0.55,0.22,0.62,0.89,0.89,0.73,0.68,0.44,0.77,0.42,42M_AN_c_ANG.csv
0.79,0.9,0.35,0.7,0.37,0.3,0.54,0.4,0.37,0.28,0.51,0.34,0.35,0.45,0.9,0.93,0.57,03F_NE_o_NUT.csv
0.92,0.99,0.29,0.93,0.38,0.51,0.59,0.49,0.64,0.65,0.41,0.71,0.46,0.61,0.62,0.86,0.44,41M_FE_c_FER.csv
0.67,0.8,0.34,0.74,0.33,0.34,0.43,0.53,0.44,0.5,0.53,0.67,0.17,0.61,0.62,0.73,0.56,05F_NE_o_NUT.csv
0.67,0.88,0.85,0.97,0.79,0.67,0.91,0.88,0.55,0.83,0.68,0.73,0.7,0.53,0.97,0.71,0.13,13F_AN_o_ANG.csv
0.72,0.95,0.37,0.97,0.82,0.67,0.45,0.75,0.97,0.88,0.3,0.58,0.44,0.69,0.79,0.64,0.5,37M_HA_c_HPY.csv
0.93,0.99,0.61,0.94,0.49,0.53,0.44,0.53,0.51,0.35,0.5,0.61,0.59,0.49,0.93,0.95,0.36,16F_SP_o_SUR.csv
0.8,0.61,0.82,0.52,0.73,0.47,0.57,0.57,0.69,0.73,0.65,0.88,0.51,0.75,0.63,0.87,0.62,10F_SA_o_SAD.csv
0.87,0.98,0.39,0.97,0.35,0.31,0.32,0.61,0.55,0.53,0.43,0.58,0.22,0.5,0.84,0.93,0.43,07F_SP_o_SUR.csv
0.59,0.52,0.36,0.55,0.97,0.83,0.57,0.96,0.99,0.83,0.51,0.68,0.54,0.68,0.96,0.75,0.45,45M_HA_o_HPY.csv
0.86,0.99,0.28,0.97,0.29,0.52,0.71,0.41,0.52,0.42,0.41,0.48,0.43,0.59,0.67,0.86,0.37,41M_FE_o_FER.csv
0.84,0.88,0.39,0.87,0.22,0.18,0.28,0.39,0.34,0.59,0.65,0.88,0.49,0.7,0.29,0.42,0.61,05F_SA_c_SAD.csv
0.8,0.91,0.59,0.98,0.42,0.59,0.49,0.11,0.32,0.7,0.52,0.5,0.1,0.77,0.75,0.66,0.33,31M_FE_o_FER.csv
0.39,0.71,0.56,0.59,0.55,0.38,0.65,0.59,0.43,0.57,0.68,0.78,0.44,0.61,0.48,0.63,0.58,20M_NE_c_NUT.csv
0.51,0.64,0.56,0.22,0.46,0.65,0.55,0.63,0.43,0.69,0.58,0.75,0.35,0.67,0.57,0.78,0.76,35M_NE_o_NUT.csv
0.94,0.99,0.9,0.98,0.54,0.23,0.46,0.5,0.52,0.66,0.53,0.61,0.34,0.35,0.86,0.9,0.45,19F_SP_o_SUR.csv
0.84,0.46,0.91,0.55,0.66,0.96,0.6,0.75,0.42,0.38,0.85,0.81,0.88,0.54,0.72,0.58,0.6,45M_SA_o_SAD.csv
0.86,0.97,0.65,0.99,0.49,0.35,0.34,0.73,0.62,0.66,0.46,0.5,0.59,0.44,0.97,0.91,0.46,01F_FE_o_FER.csv
0.86,0.99,0.18,0.99,0.2,0.37,0.47,0.31,0.31,0.29,0.58,0.8,0.4,0.6,0.5,0.85,0.42,11F_SP_o_SUR.csv
0.61,0.91,0.46,0.77,0.89,0.77,0.68,0.95,0.93,0.91,0.35,0.63,0.24,0.56,0.96,0.77,0.36,14F_HA_x_HPY.csv
0.93,0.99,0.29,0.98,0.29,0.16,0.35,0.45,0.32,0.25,0.62,0.53,0.7,0.47,0.9,0.9,0.38,03F_FE_o_FER.csv
0.87,0.99,0.37,0.98,0.49,0.18,0.65,0.64,0.64,0.49,0.34,0.48,0.33,0.4,0.96,0.94,0.48,37M_SP_o_SUR.csv
0.81,0.96,0.46,0.98,0.52,0.61,0.66,0.61,0.43,0.37,0.5,0.45,0.3,0.44,0.92,0.85,0.4,09F_SP_o_SUR.csv
0.75,0.67,0.78,0.85,0.57,0.57,0.54,0.64,0.38,0.14,0.54,0.25,0.39,0.33,0.92,0.9,0.57,28M_SA_o_SAD.csv
0.61,0.76,0.31,0.69,0.89,0.77,0.64,0.88,0.95,0.69,0.29,0.37,0.18,0.5,0.95,0.81,0.46,34M_HA_o_HPY.csv
0.3,0.61,0.95,0.17,0.87,0.97,0.99,0.93,0.63,0.86,0.44,0.9,0.21,0.58,0.58,0.81,0.7,01F_AN_o_ANG.csv
0.85,0.94,0.41,0.93,0.48,0.34,0.67,0.75,0.56,0.82,0.85,0.95,0.61,0.75,0.48,0.74,0.53,20M_FE_c_FER.csv
0.7,0.91,0.45,0.71,0.45,0.32,0.65,0.46,0.52,0.16,0.54,0.47,0.33,0.43,0.73,0.78,0.52,33M_NE_o_NUT.csv
0.82,0.97,0.47,0.42,0.93,0.78,0.61,0.97,0.96,0.85,0.46,0.71,0.41,0.49,0.97,0.8,0.53,13F_HA_o_HPY.csv
0.63,0.86,0.49,0.94,0.31,0.33,0.39,0.46,0.42,0.69,0.71,0.83,0.84,0.64,0.42,0.68,0.36,25M_FE_o_FER.csv
0.87,0.99,0.34,0.98,0.33,0.42,0.41,0.4,0.55,0.72,0.42,0.59,0.04,0.72,0.43,0.36,0.5,35M_FE_c_FER.csv
0.35,0.76,0.44,0.73,0.47,0.48,0.44,0.65,0.44,0.72,0.43,0.58,0.68,0.71,0.48,0.56,0.55,32M_AN_c_ANG.csv
0.28,0.53,0.89,0.25,0.53,0.2,0.75,0.47,0.3,0.62,0.44,0.88,0.4,0.67,0.25,0.38,0.44,37M_AN_c_ANG.csv
0.57,0.37,0.71,0.46,0.71,0.72,0.66,0.75,0.33,0.55,0.77,0.75,0.33,0.64,0.78,0.92,0.68,21M_SA_o_SAD.csv
0.55,0.8,0.55,0.39,0.9,0.76,0.66,0.88,0.96,0.86,0.32,0.59,0.65,0.53,0.97,0.88,0.48,16F_HA_o_HPY.csv
0.4,0.52,0.8,0.86,0.56,0.83,0.68,0.71,0.42,0.49,0.76,0.94,0.38,0.72,0.24,0.5,0.36,27M_AN_c_ANG.csv
0.7,0.78,0.36,0.8,0.91,0.9,0.6,0.87,0.98,0.87,0.42,0.47,0.21,0.59,0.95,0.68,0.5,28M_HA_o_HPY.csv
0.87,0.98,0.19,0.95,0.3,0.16,0.31,0.36,0.49,0.45,0.45,0.41,0.17,0.62,0.77,0.88,0.54,35M_SP_o_SUR.csv
0.37,0.32,0.53,0.42,0.84,0.82,0.74,0.78,0.91,0.87,0.43,0.74,0.18,0.63,0.45,0.6,0.61,24M_HA_c_HPY.csv
0.72,0.74,0.38,0.39,0.98,0.93,0.85,0.95,0.96,0.92,0.48,0.9,0.22,0.74,0.71,0.43,0.77,23M_HA_c_HPY.csv
0.6,0.62,0.35,0.57,0.61,0.77,0.65,0.56,0.41,0.34,0.55,0.66,0.31,0.56,0.56,0.65,0.75,28M_AN_c_ANG.csv
0.85,0.98,0.29,0.95,0.47,0.34,0.53,0.63,0.57,0.84,0.31,0.3,0.12,0.46,0.9,0.95,0.43,23M_SP_o_SUR.csv
0.35,0.37,0.82,0.19,0.43,0.6,0.68,0.86,0.22,0.47,0.83,0.86,0.54,0.64,0.69,0.82,0.78,20M_SA_o_SAD.csv
0.48,0.59,0.52,0.67,0.8,0.74,0.57,0.9,0.93,0.76,0.34,0.78,0.39,0.63,0.62,0.79,0.42,07F_HA_c_HPY.csv
0.57,0.46,0.65,0.38,0.75,0.64,0.6,0.94,0.42,0.62,0.84,0.95,0.68,0.67,0.42,0.76,0.61,21M_SA_c_SAD.csv
0.84,0.95,0.75,0.64,0.53,0.63,0.7,0.83,0.59,0.46,0.51,0.48,0.08,0.3,0.97,0.8,0.48,15F_AN_o_ANG.csv
0.62,0.58,0.67,0.84,0.36,0.18,0.3,0.61,0.32,0.62,0.84,0.78,0.78,0.47,0.6,0.45,0.37,18F_SA_c_SAD.csv
0.68,0.77,0.39,0.65,0.94,0.8,0.46,0.88,0.98,0.89,0.34,0.7,0.3,0.67,0.69,0.47,0.45,10F_HA_c_HPY.csv
0.88,0.96,0.34,0.73,0.84,0.57,0.62,0.91,0.95,0.83,0.57,0.78,0.5,0.56,0.88,0.9,0.48,02F_HA_x_HPY.csv
0.71,0.83,0.46,0.44,0.97,0.91,0.57,0.93,0.99,0.86,0.4,0.51,0.37,0.56,0.97,0.67,0.58,10F_HA_o_HPY.csv
0.76,0.88,0.27,0.42,0.89,0.73,0.43,0.93,0.97,0.89,0.34,0.63,0.57,0.53,0.98,0.63,0.45,06F_HA_o_HPY.csv
0.47,0.56,0.46,0.25,0.9,0.79,0.69,0.94,0.96,0.69,0.44,0.62,0.3,0.63,0.9,0.78,0.59,20M_HA_o_HPY.csv
0.45,0.73,0.82,0.4,0.82,0.47,0.88,0.88,0.64,0.87,0.4,0.54,0.25,0.51,0.94,0.75,0.5,23M_AN_o_ANG.csv
0.91,0.97,0.32,0.97,0.44,0.35,0.26,0.29,0.4,0.46,0.6,0.83,0.46,0.41,0.76,0.58,0.38,38M_FE_c_FER.csv
0.5,0.85,0.55,0.75,0.58,0.48,0.7,0.49,0.46,0.58,0.42,0.59,0.41,0.58,0.53,0.55,0.5,09F_NE_c_NUT.csv
0.86,0.95,0.34,0.68,0.4,0.37,0.51,0.61,0.47,0.39,0.56,0.52,0.3,0.36,0.9,0.82,0.57,24M_SP_o_SUR.csv
0.76,0.89,0.52,0.28,0.95,0.83,0.85,0.92,0.97,0.76,0.6,0.69,0.4,0.59,0.98,0.86,0.77,42M_HA_o_HPY.csv
0.73,0.85,0.7,0.31,0.86,0.73,0.72,0.96,0.96,0.8,0.32,0.56,0.22,0.41,0.91,0.48,0.56,15F_HA_o_HPY.csv
0.53,0.85,0.68,0.5,0.83,0.88,0.7,0.69,0.9,0.87,0.32,0.49,0.29,0.57,0.67,0.55,0.6,17F_HA_c_HPY.csv
0.26,0.23,0.77,0.17,0.8,0.52,0.74,0.89,0.49,0.37,0.52,0.48,0.42,0.49,0.95,0.75,0.53,21M_AN_o_ANG.csv
0.86,0.94,0.78,0.54,0.96,0.91,0.92,0.95,0.87,0.97,0.59,0.83,0.27,0.56,0.9,0.96,0.53,19F_HA_x_HPY.csv
0.74,0.9,0.2,0.98,0.47,0.27,0.4,0.59,0.47,0.71,0.65,0.83,0.36,0.66,0.41,0.68,0.45,21M_FE_c_FER.csv
0.55,0.47,0.73,0.58,0.97,0.99,0.93,0.91,0.93,0.88,0.54,0.2,0.58,0.5,0.99,0.37,0.38,43M_AN_o_ANG.csv
0.89,0.98,0.26,0.6,0.76,0.78,0.41,0.83,0.95,0.88,0.36,0.76,0.43,0.71,0.8,0.58,0.63,06F_HA_c_HPY.csv
0.89,0.98,0.33,0.77,0.87,0.72,0.54,0.87,0.95,0.79,0.29,0.51,0.49,0.53,0.98,0.72,0.56,26M_HA_x_HPY.csv
0.62,0.75,0.54,0.8,0.84,0.74,0.63,0.88,0.93,0.83,0.61,0.84,0.67,0.68,0.69,0.52,0.45,08F_HA_c_HPY.csv
0.45,0.56,0.71,0.31,0.89,0.72,0.91,0.91,0.56,0.79,0.76,0.95,0.35,0.66,0.41,0.35,0.55,23M_AN_c_ANG.csv
0.93,0.98,0.52,0.93,0.46,0.36,0.34,0.6,0.76,0.77,0.32,0.66,0.29,0.65,0.51,0.7,0.35,15F_SP_c_SUR.csv
0.7,0.42,0.73,0.42,0.42,0.63,0.65,0.78,0.31,0.56,0.86,0.89,0.14,0.8,0.38,0.26,0.58,24M_SA_c_SAD.csv
0.53,0.67,0.94,0.25,0.66,0.6,0.68,0.65,0.45,0.77,0.57,0.86,0.26,0.55,0.45,0.44,0.75,19F_AN_c_ANG.csv
0.51,0.57,0.69,0.42,0.81,0.63,0.38,0.29,0.84,0.86,0.4,0.78,0.17,0.84,0.71,0.44,0.56,31M_HA_c_HPY.csv
0.69,0.83,0.25,0.49,0.8,0.66,0.33,0.69,0.94,0.92,0.43,0.78,0.63,0.77,0.7,0.36,0.55,38M_HA_c_HPY.csv
0.92,0.98,0.47,0.98,0.43,0.26,0.33,0.63,0.59,0.59,0.49,0.74,0.78,0.53,0.76,0.87,0.49,02F_FE_o_FER.csv
0.42,0.38,0.72,0.15,0.89,0.85,0.84,0.89,0.79,0.75,0.62,0.79,0.57,0.57,0.85,0.59,0.45,40M_AN_c_ANG.csv
0.81,0.94,0.29,0.89,0.69,0.57,0.51,0.63,0.92,0.7,0.31,0.84,0.21,0.74,0.6,0.56,0.62,34M_HA_c_HPY.csv
0.32,0.57,0.68,0.31,0.95,0.95,0.96,0.92,0.76,0.41,0.67,0.53,0.69,0.41,0.98,0.72,0.59,45M_AN_o_ANG.csv
0.78,0.65,0.55,0.82,0.38,0.22,0.32,0.65,0.37,0.54,0.88,0.98,0.47,0.66,0.24,0.63,0.41,30M_SA_c_SAD.csv
0.68,0.91,0.16,0.57,0.34,0.51,0.34,0.52,0.51,0.52,0.36,0.39,0.59,0.53,0.69,0.65,0.57,32M_NE_o_NUT.csv
0.84,0.96,0.4,0.94,0.5,0.23,0.27,0.54,0.61,0.24,0.4,0.28,0.28,0.48,0.92,0.93,0.53,22M_SP_o_SUR.csv
0.58,0.78,0.23,0.47,0.39,0.23,0.43,0.43,0.58,0.66,0.38,0.27,0.35,0.66,0.74,0.82,0.67,43M_NE_c_NUT.csv
0.35,0.5,0.32,0.2,0.88,0.73,0.65,0.91,0.96,0.65,0.4,0.73,0.34,0.59,0.9,0.79,0.78,30M_HA_o_HPY.csv
0.49,0.42,0.56,0.4,0.95,0.82,0.62,0.94,0.96,0.84,0.32,0.48,0.25,0.59,0.97,0.78,0.52,29M_HA_o_HPY.csv
0.64,0.77,0.28,0.14,0.98,0.78,0.68,0.97,0.98,0.84,0.19,0.35,0.78,0.59,0.99,0.7,0.55,40M_HA_o_HPY.csv
0.68,0.79,0.54,0.88,0.92,0.87,0.7,0.97,0.97,0.81,0.3,0.49,0.62,0.51,0.98,0.87,0.34,07F_HA_x_HPY.csv
0.53,0.57,0.4,0.45,0.9,0.79,0.63,0.88,0.95,0.73,0.32,0.43,0.24,0.6,0.93,0.47,0.45,26M_HA_o_HPY.csv
0.82,0.91,0.69,0.77,0.35,0.47,0.54,0.57,0.54,0.64,0.56,0.64,0.29,0.54,0.41,0.49,0.45,15F_AN_c_ANG.csv
0.84,0.76,0.69,0.95,0.31,0.41,0.25,0.44,0.46,0.42,0.69,0.72,0.47,0.63,0.5,0.54,0.39,08F_SA_c_SAD.csv
0.59,0.75,0.64,0.6,0.84,0.87,0.6,0.89,0.94,0.92,0.5,0.89,0.57,0.72,0.63,0.58,0.48,25M_HA_c_HPY.csv
0.37,0.56,0.72,0.38,0.92,0.85,0.58,0.54,0.91,0.77,0.2,0.49,0.55,0.61,0.97,0.48,0.54,31M_HA_o_HPY.csv
0.94,0.99,0.21,0.99,0.38,0.23,0.23,0.62,0.67,0.27,0.4,0.27,0.2,0.28,0.96,0.94,0.5,28M_SP_o_SUR.csv
0.75,0.84,0.53,0.5,0.81,0.79,0.52,0.94,0.9,0.95,0.53,0.89,0.3,0.8,0.56,0.55,0.53,29M_HA_c_HPY.csv
0.61,0.55,0.3,0.65,0.53,0.71,0.57,0.45,0.38,0.31,0.57,0.52,0.31,0.47,0.58,0.62,0.73,29m_an_c_ANG.csv
0.92,0.98,0.5,0.99,0.48,0.46,0.63,0.49,0.37,0.71,0.8,0.77,0.68,0.56,0.81,0.92,0.44,42M_FE_o_FER.csv
0.86,0.99,0.36,0.94,0.85,0.8,0.76,0.9,0.95,0.84,0.13,0.29,0.28,0.57,0.97,0.91,0.48,41M_HA_x_HPY.csv
0.53,0.57,0.89,0.39,0.75,0.81,0.96,0.88,0.55,0.66,0.68,0.64,0.53,0.53,0.85,0.57,0.38,18F_AN_o_ANG.csv
0.78,0.95,0.29,0.75,0.34,0.21,0.39,0.25,0.24,0.24,0.6,0.53,0.49,0.41,0.81,0.79,0.61,38M_SA_o_SAD.csv
0.9,0.98,0.35,0.99,0.3,0.27,0.25,0.39,0.45,0.41,0.57,0.6,0.33,0.59,0.55,0.84,0.57,34M_SP_o_SUR.csv
0.41,0.45,0.82,0.53,0.37,0.4,0.42,0.48,0.37,0.61,0.47,0.68,0.54,0.68,0.29,0.51,0.48,08F_AN_c_ANG.csv
0.65,0.77,0.35,0.68,0.42,0.17,0.28,0.41,0.44,0.19,0.59,0.36,0.22,0.54,0.76,0.75,0.59,22M_NE_o_NUT.csv
0.63,0.95,0.22,0.63,0.75,0.76,0.73,0.81,0.92,0.96,0.32,0.9,0.24,0.85,0.5,0.77,0.69,41M_HA_c_HPY.csv
0.89,0.98,0.56,0.97,0.88,0.78,0.67,0.94,0.9,0.92,0.45,0.75,0.6,0.68,0.91,0.94,0.21,13F_HA_x_HPY.csv
0.37,0.65,0.87,0.2,0.66,0.91,0.9,0.79,0.29,0.76,0.77,0.92,0.33,0.61,0.28,0.78,0.73,17F_AN_c_ANG.csv
0.74,0.71,0.39,0.78,0.97,0.89,0.63,0.94,0.94,0.85,0.53,0.55,0.34,0.7,0.92,0.82,0.38,45M_HA_x_HPY.csv
0.9,0.99,0.43,0.99,0.2,0.23,0.45,0.37,0.37,0.24,0.51,0.31,0.17,0.34,0.89,0.87,0.35,26M_SP_o_SUR.csv
0.93,0.99,0.44,0.98,0.9,0.69,0.74,0.78,0.89,0.88,0.85,0.74,0.52,0.73,0.94,0.89,0.37,42M_HA_x_HPY.csv
0.53,0.77,0.6,0.27,0.89,0.81,0.7,0.86,0.93,0.87,0.49,0.91,0.57,0.67,0.69,0.78,0.64,16F_HA_c_HPY.csv
0.71,0.68,0.85,0.5,0.47,0.7,0.48,0.66,0.41,0.78,0.78,0.76,0.83,0.48,0.9,0.84,0.75,12F_SA_o_SAD.csv
0.92,0.98,0.37,0.98,0.36,0.34,0.28,0.43,0.56,0.33,0.58,0.74,0.41,0.58,0.55,0.69,0.4,06F_FE_c_FER.csv
0.57,0.6,0.7,0.38,0.43,0.38,0.55,0.76,0.29,0.25,0.81,0.58,0.43,0.28,0.86,0.7,0.51,18F_SA_o_SAD.csv
0.43,0.5,0.45,0.87,0.42,0.23,0.38,0.64,0.47,0.59,0.51,0.66,0.87,0.54,0.86,0.45,0.38,05F_AN_o_ANG.csv
0.75,0.87,0.6,0.31,0.82,0.63,0.64,0.91,0.94,0.9,0.39,0.74,0.43,0.57,0.67,0.55,0.57,15F_HA_c_HPY.csv
0.8,0.87,0.94,0.25,0.64,0.51,0.58,0.76,0.37,0.53,0.77,0.78,0.44,0.42,0.87,0.62,0.6,19F_SA_c_SAD.csv
0.53,0.62,0.58,0.76,0.71,0.64,0.92,0.47,0.28,0.94,0.67,0.53,0.15,0.96,0.81,0.45,0.48,39M_SA_o_SAD.csv
0.57,0.82,0.41,0.91,0.36,0.22,0.64,0.72,0.43,0.42,0.73,0.74,0.46,0.54,0.56,0.72,0.42,20M_FE_o_FER.csv
0.6,0.64,0.42,0.57,0.87,0.67,0.6,0.94,0.95,0.69,0.29,0.69,0.32,0.6,0.93,0.64,0.4,05F_HA_o_HPY.csv
0.87,0.6,0.82,0.48,0.6,0.32,0.51,0.43,0.77,0.43,0.43,0.38,0.62,0.68,0.33,0.03,0.67,14F_FE_c_FER.csv
0.84,0.97,0.48,0.98,0.24,0.29,0.26,0.57,0.41,0.64,0.8,0.93,0.22,0.61,0.48,0.7,0.42,14F_FE_c_FER.csv
0.67,0.76,0.31,0.67,0.86,0.74,0.57,0.8,0.94,0.84,0.44,0.65,0.27,0.62,0.7,0.56,0.56,28M_HA_c_HPY.csv
0.42,0.62,0.66,0.65,0.56,0.52,0.49,0.23,0.4,0.85,0.39,0.6,0.31,0.71,0.53,0.21,0.48,31M_NE_c_NUT.csv
0.51,0.88,0.25,0.42,0.54,0.52,0.67,0.4,0.74,0.82,0.37,0.74,0.41,0.53,0.59,0.72,0.61,41M_NE_c_NUT.csv
0.32,0.48,0.72,0.32,0.62,0.76,0.89,0.63,0.51,0.58,0.5,0.64,0.25,0.63,0.69,0.64,0.32,25M_AN_o_ANG.csv
0.8,0.88,0.42,0.69,0.53,0.4,0.39,0.48,0.6,0.36,0.42,0.72,0.44,0.44,0.83,0.66,0.69,37M_SA_c_SAD.csv
0.95,0.98,0.64,0.78,0.83,0.62,0.54,0.93,0.97,0.81,0.33,0.45,0.24,0.36,0.95,0.67,0.38,15F_HA_x_HPY.csv
0.89,0.87,0.69,0.88,0.41,0.69,0.28,0.57,0.36,0.43,0.87,0.78,0.54,0.54,0.59,0.53,0.69,34M_SA_c_SAD.csv
0.46,0.77,0.41,0.59,0.46,0.3,0.43,0.69,0.52,0.72,0.33,0.32,0.28,0.53,0.81,0.53,0.49,32M_AN_o_ANG.csv
0.86,0.58,0.66,0.18,0.83,0.72,0.57,0.77,0.78,0.93,0.45,0.78,0.89,0.85,0.84,0.61,0.59,40M_SA_c_SAD.csv
0.47,0.38,0.42,0.68,0.65,0.53,0.59,0.67,0.52,0.54,0.46,0.52,0.35,0.66,0.56,0.6,0.62,21M_NE_o_NUT.csv
0.77,0.96,0.39,0.94,0.24,0.26,0.31,0.27,0.54,0.5,0.44,0.74,0.51,0.56,0.67,0.89,0.46,25M_SP_o_SUR.csv
0.89,0.94,0.23,0.99,0.81,0.48,0.62,0.59,0.63,0.87,0.66,0.45,0.49,0.51,0.95,0.6,0.25,39M_FE_o_FER.csv
0.95,0.98,0.63,0.94,0.54,0.26,0.45,0.67,0.78,0.51,0.36,0.48,0.1,0.4,0.86,0.84,0.29,15F_SP_o_SUR.csv
0.58,0.88,0.65,0.45,0.92,0.75,0.65,0.83,0.93,0.94,0.32,0.6,0.35,0.51,0.7,0.47,0.63,19F_HA_c_HPY.csv
0.92,0.97,0.7,0.54,0.45,0.4,0.55,0.56,0.54,0.52,0.52,0.55,0.21,0.46,0.71,0.61,0.45,15F_NE_o_NUT.csv
0.9,0.96,0.17,0.78,0.85,0.75,0.32,0.89,0.97,0.94,0.32,0.85,0.43,0.8,0.85,0.59,0.46,11F_HA_c_HPY.csv
0.92,0.99,0.44,0.97,0.85,0.63,0.68,0.92,0.95,0.96,0.43,0.86,0.43,0.59,0.87,0.94,0.41,37M_HA_x_HPY.csv
0.45,0.76,0.6,0.48,0.95,0.84,0.61,0.97,0.99,0.91,0.4,0.63,0.52,0.58,0.98,0.64,0.63,12F_HA_o_HPY.csv
0.84,0.87,0.65,0.95,0.82,0.73,0.28,0.63,0.91,0.69,0.36,0.38,0.61,0.6,0.9,0.88,0.49,10F_FE_o_FER.csv
0.61,0.81,0.69,0.69,0.46,0.52,0.39,0.58,0.5,0.78,0.68,0.78,0.53,0.72,0.66,0.56,0.7,12F_NE_c_NUT.csv
0.49,0.71,0.58,0.64,0.92,0.82,0.77,0.97,0.95,0.84,0.47,0.64,0.33,0.66,0.94,0.85,0.47,20M_HA_x_HPY.csv
0.84,0.95,0.45,0.85,0.82,0.68,0.5,0.87,0.93,0.86,0.26,0.56,0.63,0.39,0.99,0.91,0.42,01F_HA_x_HPY.csv
0.75,0.96,0.31,0.94,0.42,0.21,0.36,0.59,0.57,0.5,0.26,0.39,0.34,0.47,0.89,0.94,0.32,27M_SP_o_SUR.csv
0.76,0.58,0.8,0.68,0.61,0.33,0.46,0.6,0.39,0.69,0.71,0.91,0.69,0.72,0.34,0.43,0.52,10F_SA_c_SAD.csv
0.58,0.36,0.84,0.4,0.82,0.88,0.91,0.96,0.78,0.63,0.37,0.66,0.16,0.46,0.97,0.79,0.26,07F_AN_o_ANG.csv
0.9,0.98,0.31,0.99,0.42,0.3,0.34,0.63,0.6,0.25,0.64,0.64,0.28,0.28,0.91,0.87,0.37,18F_SP_o_SUR.csv
0.74,0.95,0.32,0.97,0.23,0.25,0.3,0.41,0.35,0.56,0.67,0.91,0.59,0.78,0.33,0.71,0.54,05F_FE_c_FER.csv
0.68,0.51,0.66,0.48,0.44,0.45,0.29,0.43,0.46,0.24,0.59,0.5,0.29,0.53,0.8,0.67,0.65,22M_SA_o_SAD.csv
0.65,0.6,0.82,0.61,0.66,0.84,0.7,0.47,0.2,0.75,0.69,0.62,0.77,0.24,0.96,0.68,0.57,31M_SA_o_SAD.csv
0.73,0.82,0.5,0.96,0.27,0.28,0.33,0.4,0.43,0.26,0.66,0.6,0.55,0.61,0.68,0.76,0.45,08F_NE_o_NUT.csv
0.89,0.87,0.76,0.76,0.48,0.33,0.53,0.71,0.41,0.33,0.62,0.79,0.53,0.54,0.7,0.8,0.49,33M_SA_c_SAD.csv
0.75,0.95,0.67,0.99,0.47,0.28,0.59,0.18,0.41,0.91,0.29,0.18,0.35,0.44,0.96,0.59,0.39,31M_SP_o_SUR.csv
