 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,filename
0.65,0.63,0.45,0.39,0.4,0.43,0.39,0.55,0.41,0.66,0.66,0.69,0.56,0.31,0.2,0.27,0.41,3_SAD.csv
0.75,0.68,0.63,0.46,0.32,0.23,0.36,0.37,0.45,0.62,0.42,0.78,0.58,0.53,0.38,0.51,0.48,23_ANG.csv
0.83,0.81,0.46,0.5,0.45,0.22,0.56,0.39,0.36,0.37,0.69,0.51,0.35,0.35,0.34,0.2,0.39,26_FER.csv
0.9,0.95,0.46,0.81,0.3,0.33,0.27,0.37,0.48,0.36,0.41,0.54,0.47,0.39,0.38,0.3,0.35,2_NUT.csv
0.8,0.79,0.41,0.51,0.35,0.38,0.48,0.39,0.31,0.52,0.45,0.65,0.48,0.31,0.36,0.3,0.27,18_SAD.csv
0.81,0.96,0.35,0.93,0.51,0.38,0.47,0.56,0.59,0.73,0.42,0.54,0.55,0.4,0.74,0.65,0.26,16_SUR.csv
0.85,0.81,0.64,0.76,0.69,0.59,0.59,0.73,0.6,0.39,0.58,0.5,0.42,0.36,0.85,0.46,0.37,24_FER.csv
0.45,0.42,0.75,0.33,0.58,0.66,0.69,0.77,0.44,0.58,0.63,0.61,0.56,0.27,0.34,0.24,0.58,4_DIS.csv
0.89,0.95,0.36,0.26,0.25,0.12,0.43,0.36,0.4,0.39,0.39,0.38,0.35,0.32,0.28,0.37,0.33,28_NUT.csv
0.7,0.81,0.42,0.66,0.48,0.14,0.23,0.37,0.44,0.19,0.52,0.33,0.17,0.46,0.63,0.41,0.39,20_FER.csv
0.6,0.62,0.48,0.5,0.45,0.32,0.45,0.58,0.41,0.61,0.69,0.67,0.6,0.3,0.2,0.26,0.4,4_SAD.csv
