 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,filename
0.61,0.29,0.53,0.44,0.55,0.7,0.68,0.61,0.66,0.68,0.78,0.27,0.83,0.25,0.82,0.5,0.46,S102_003_00000015_FER.csv
0.89,0.92,0.68,0.64,0.24,0.53,0.34,0.3,0.42,0.38,0.75,0.68,0.62,0.37,0.8,0.68,0.73,S099_001_00000014_SUR.csv
0.33,0.11,0.58,0.31,0.88,0.9,0.62,0.71,0.85,0.8,0.43,0.27,0.93,0.46,0.87,0.63,0.64,S011_006_00000011_HPY.csv
0.52,0.17,0.39,0.16,0.83,0.73,0.65,0.64,0.93,0.77,0.38,0.21,0.62,0.37,0.87,0.26,0.34,S072_006_00000020_HPY.csv
0.43,0.15,0.84,0.3,0.53,0.77,0.42,0.28,0.34,0.26,0.6,0.79,0.82,0.62,0.17,0.48,0.56,S113_008_00000021_ANG.csv
0.57,0.21,0.74,0.2,0.93,0.88,0.81,0.88,0.89,0.71,0.82,0.31,0.92,0.32,0.9,0.61,0.7,S132_003_00000021_FER.csv
0.57,0.32,0.83,0.47,0.51,0.79,0.69,0.49,0.32,0.5,0.89,0.84,0.84,0.59,0.41,0.32,0.74,S014_003_00000028_ANG.csv
0.87,0.94,0.56,0.56,0.16,0.33,0.27,0.17,0.3,0.14,0.82,0.48,0.65,0.27,0.77,0.72,0.7,S092_001_00000015_SUR.csv
0.81,0.8,0.16,0.51,0.12,0.71,0.23,0.15,0.31,0.1,0.77,0.65,0.56,0.34,0.46,0.52,0.41,S085_003_00000012_SUR.csv
0.82,0.85,0.51,0.74,0.24,0.45,0.29,0.28,0.4,0.16,0.73,0.5,0.7,0.18,0.79,0.7,0.36,S078_001_00000031_SUR.csv
0.53,0.56,0.95,0.37,0.4,0.75,0.53,0.18,0.29,0.4,0.57,0.73,0.62,0.43,0.42,0.47,0.67,S090_007_00000014_ANG.csv
0.48,0.28,0.32,0.35,0.9,0.74,0.57,0.85,0.96,0.81,0.62,0.35,0.87,0.37,0.94,0.6,0.71,S124_007_00000024_HPY.csv
0.84,0.74,0.21,0.93,0.16,0.74,0.39,0.3,0.43,0.26,0.66,0.75,0.34,0.42,0.63,0.7,0.21,S035_001_00000015_SUR.csv
0.34,0.17,0.41,0.17,0.92,0.91,0.72,0.86,0.96,0.87,0.45,0.27,0.7,0.43,0.95,0.47,0.52,S115_008_00000017_HPY.csv
0.88,0.94,0.11,0.94,0.12,0.14,0.18,0.07,0.33,0.1,0.69,0.72,0.57,0.33,0.55,0.54,0.3,S055_001_00000011_SUR.csv
0.63,0.61,0.16,0.54,0.27,0.33,0.33,0.33,0.51,0.58,0.55,0.47,0.91,0.41,0.73,0.51,0.31,S062_001_00000015_FER.csv
0.62,0.38,0.47,0.48,0.79,0.81,0.51,0.7,0.94,0.73,0.48,0.19,0.58,0.35,0.87,0.41,0.84,S093_004_00000014_HPY.csv
0.88,0.94,0.47,0.64,0.16,0.28,0.48,0.23,0.32,0.3,0.78,0.52,0.79,0.29,0.8,0.73,0.5,S071_001_00000013_SUR.csv
0.93,0.96,0.2,0.74,0.2,0.81,0.17,0.2,0.46,0.31,0.73,0.36,0.62,0.19,0.72,0.61,0.48,S037_001_00000020_SUR.csv
0.8,0.84,0.56,0.5,0.1,0.21,0.29,0.25,0.34,0.29,0.78,0.9,0.74,0.53,0.48,0.87,0.64,S116_001_00000014_SUR.csv
0.87,0.86,0.3,0.78,0.14,0.33,0.24,0.24,0.46,0.32,0.81,0.87,0.73,0.55,0.49,0.81,0.38,S117_001_00000014_SUR.csv
0.41,0.25,0.5,0.25,0.93,0.93,0.7,0.71,0.94,0.83,0.55,0.48,0.82,0.4,0.88,0.47,0.44,S127_004_00000016_HPY.csv
0.29,0.19,0.39,0.26,0.82,0.71,0.62,0.71,0.9,0.86,0.45,0.28,0.73,0.54,0.73,0.52,0.56,S130_013_00000014_HPY.csv
0.18,0.09,0.39,0.21,0.48,0.83,0.73,0.23,0.51,0.79,0.75,0.62,0.8,0.46,0.35,0.57,0.4,S028_001_00000023_ANG.csv
0.39,0.21,0.86,0.37,0.28,0.95,0.61,0.15,0.14,0.32,0.68,0.69,0.68,0.49,0.21,0.42,0.5,S127_010_00000017_ANG.csv
0.72,0.9,0.35,1,0.23,0.38,0.34,0.23,0.33,0.29,0.7,0.33,0.76,0.27,0.79,0.71,0.27,S065_003_00000022_SUR.csv
0.65,0.3,0.91,0.62,0.27,0.44,0.24,0.12,0.24,0.17,0.77,0.74,0.74,0.32,0.31,0.18,0.34,S042_002_00000016_SAD.csv
0.38,0.11,0.7,0.31,0.28,0.98,0.73,0.24,0.16,0.2,0.69,0.7,0.61,0.53,0.16,0.25,0.53,S034_003_00000025_ANG.csv
0.75,0.73,0.47,0.73,0.17,0.72,0.29,0.58,0.67,0.36,0.83,0.63,0.43,0.28,0.82,0.59,0.41,S101_002_00000018_SUR.csv
0.52,0.42,0.5,0.73,0.22,0.45,0.38,0.33,0.25,0.16,0.82,0.58,0.69,0.3,0.73,0.64,0.43,S032_001_00000021_SUR.csv
0.28,0.18,0.42,0.25,0.82,0.68,0.62,0.71,0.9,0.83,0.44,0.3,0.67,0.54,0.73,0.5,0.57,S130_013_00000013_HPY.csv
0.56,0.34,0.24,0.8,0.07,0.66,0.22,0.17,0.2,0.11,0.78,0.46,0.74,0.22,0.83,0.57,0.31,S084_001_00000008_SUR.csv
0.71,0.43,0.62,0.49,0.48,0.45,0.24,0.38,0.78,0.57,0.56,0.33,0.9,0.27,0.83,0.38,0.47,S055_006_00000008_FER.csv
0.54,0.54,0.42,0.64,0.26,0.33,0.36,0.29,0.38,0.09,0.73,0.24,0.59,0.31,0.64,0.74,0.49,S132_008_00000008_SUR.csv
0.5,0.54,0.94,0.42,0.4,0.75,0.53,0.17,0.28,0.42,0.58,0.74,0.57,0.44,0.44,0.46,0.68,S090_007_00000012_ANG.csv
0.54,0.49,0.52,0.54,0.36,0.46,0.35,0.18,0.42,0.36,0.54,0.35,0.81,0.34,0.6,0.58,0.49,S054_003_00000005_SUR.csv
0.2,0.28,0.67,0.1,0.91,0.87,0.64,0.77,0.94,0.92,0.38,0.23,0.84,0.33,0.89,0.67,0.84,S106_006_00000010_HPY.csv
0.69,0.71,0.24,0.98,0.24,0.19,0.34,0.15,0.3,0.4,0.77,0.39,0.95,0.39,0.67,0.56,0.21,S065_002_00000021_FER.csv
0.26,0.09,0.3,0.25,0.84,0.97,0.78,0.75,0.93,0.75,0.46,0.29,0.82,0.31,0.94,0.68,0.57,S035_006_00000018_HPY.csv
0.56,0.43,0.84,0.51,0.22,0.43,0.31,0.19,0.23,0.45,0.74,0.86,0.83,0.59,0.28,0.39,0.73,S022_005_00000032_ANG.csv
0.66,0.38,0.59,0.21,0.51,0.3,0.62,0.48,0.32,0.59,0.93,0.94,0.88,0.47,0.14,0.7,0.7,S505_006_00000017_SAD.csv
0.57,0.48,0.46,0.1,0.31,0.65,0.35,0.37,0.43,0.3,0.6,0.4,0.56,0.27,0.4,0.42,0.38,S046_001_00000024_SAD.csv
0.86,0.91,0.6,0.55,0.21,0.39,0.28,0.2,0.35,0.15,0.79,0.5,0.52,0.28,0.77,0.79,0.73,S092_001_00000017_SUR.csv
0.83,0.77,0.52,0.43,0.11,0.21,0.22,0.14,0.32,0.31,0.51,0.63,0.55,0.41,0.3,0.29,0.52,S138_007_00000009_SAD.csv
0.8,0.87,0.38,0.72,0.13,0.05,0.2,0.49,0.38,0.4,0.51,0.61,0.63,0.26,0.86,0.81,0.35,S079_001_00000012_SUR.csv
0.82,0.84,0.5,0.73,0.21,0.37,0.24,0.27,0.37,0.19,0.75,0.58,0.7,0.2,0.72,0.72,0.34,S078_001_00000033_SUR.csv
0.6,0.33,0.63,0.56,0.63,0.57,0.45,0.42,0.59,0.69,0.69,0.53,0.98,0.39,0.8,0.47,0.46,S054_002_00000015_FER.csv
0.31,0.23,0.72,0.44,0.44,0.75,0.55,0.28,0.29,0.44,0.64,0.73,0.81,0.53,0.23,0.48,0.66,S032_003_00000015_ANG.csv
0.43,0.2,0.84,0.45,0.23,0.77,0.5,0.11,0.16,0.24,0.54,0.75,0.85,0.66,0.18,0.39,0.68,S011_004_00000020_ANG.csv
0.45,0.21,0.22,0.13,0.87,0.74,0.44,0.76,0.95,0.78,0.48,0.42,0.67,0.34,0.88,0.32,0.61,S055_005_00000045_HPY.csv
0.95,0.97,0.63,0.91,0.18,0.56,0.36,0.18,0.44,0.28,0.76,0.65,0.79,0.34,0.61,0.53,0.39,S053_001_00000023_SUR.csv
0.46,0.22,0.25,0.16,0.87,0.78,0.45,0.74,0.95,0.8,0.49,0.39,0.69,0.33,0.89,0.32,0.59,S055_005_00000044_HPY.csv
0.6,0.31,0.87,0.48,0.27,0.47,0.57,0.29,0.24,0.18,0.68,0.5,0.47,0.51,0.36,0.49,0.51,S130_009_00000017_SAD.csv
0.36,0.22,0.35,0.29,0.94,0.91,0.46,0.79,0.97,0.7,0.32,0.27,0.47,0.37,0.85,0.27,0.55,S138_005_00000016_HPY.csv
0.62,0.13,0.21,0.26,0.42,0.81,0.22,0.3,0.86,0.65,0.69,0.23,0.94,0.39,0.61,0.26,0.41,S084_002_00000021_FER.csv
0.71,0.42,0.63,0.42,0.51,0.51,0.36,0.52,0.64,0.4,0.6,0.36,0.88,0.25,0.8,0.22,0.32,S138_001_00000012_FER.csv
0.34,0.33,0.24,0.25,0.93,0.72,0.49,0.77,0.97,0.74,0.34,0.23,0.8,0.41,0.92,0.58,0.69,S134_004_00000014_HPY.csv
0.8,0.83,0.37,0.83,0.23,0.46,0.4,0.2,0.31,0.38,0.66,0.4,0.94,0.27,0.81,0.33,0.19,S074_001_00000019_FER.csv
0.53,0.43,0.98,0.28,0.39,0.34,0.72,0.39,0.21,0.17,0.87,0.77,0.75,0.45,0.27,0.39,0.45,S503_001_00000071_ANG.csv
0.82,0.89,0.41,0.67,0.11,0.08,0.28,0.16,0.28,0.17,0.49,0.4,0.61,0.25,0.85,0.44,0.33,S130_001_00000017_SUR.csv
0.52,0.19,0.85,0.32,0.87,0.8,0.47,0.55,0.89,0.73,0.59,0.22,0.96,0.46,0.86,0.37,0.47,S059_002_00000017_FER.csv
0.43,0.29,0.59,0.39,0.49,0.66,0.46,0.52,0.41,0.41,0.87,0.78,0.71,0.54,0.27,0.46,0.67,S132_002_00000016_SAD.csv
0.92,0.98,0.33,0.96,0.16,0.11,0.45,0.45,0.53,0.28,0.69,0.52,0.73,0.27,0.85,0.84,0.2,S026_001_00000014_SUR.csv
0.29,0.33,0.35,0.4,0.94,0.73,0.7,0.83,0.95,0.91,0.6,0.51,0.8,0.39,0.88,0.3,0.7,S125_005_00000013_HPY.csv
0.39,0.23,0.9,0.52,0.35,0.28,0.29,0.17,0.25,0.47,0.66,0.69,0.76,0.51,0.13,0.57,0.25,S999_001_00000017_ANG.csv
0.86,0.95,0.37,0.88,0.21,0.38,0.25,0.31,0.5,0.39,0.53,0.46,0.53,0.32,0.69,0.75,0.46,S126_004_00000012_SUR.csv
0.86,0.93,0.41,0.55,0.14,0.31,0.46,0.21,0.3,0.26,0.77,0.48,0.79,0.31,0.77,0.71,0.52,S071_001_00000012_SUR.csv
0.56,0.2,0.76,0.23,0.93,0.89,0.81,0.89,0.89,0.69,0.81,0.31,0.92,0.35,0.9,0.52,0.71,S132_003_00000022_FER.csv
0.32,0.17,0.54,0.25,0.9,0.93,0.59,0.77,0.91,0.75,0.51,0.45,0.77,0.41,0.9,0.52,0.67,S032_006_00000014_HPY.csv
0.88,0.86,0.41,0.64,0.27,0.19,0.39,0.7,0.65,0.78,0.88,0.75,0.7,0.55,0.67,0.81,0.61,S014_001_00000027_SUR.csv
0.61,0.21,0.71,0.17,0.52,0.82,0.66,0.33,0.52,0.49,0.43,0.76,0.54,0.53,0.28,0.58,0.55,S072_005_00000019_ANG.csv
0.57,0.22,0.26,0.33,0.73,0.62,0.31,0.88,0.94,0.85,0.48,0.39,0.83,0.34,0.94,0.65,0.54,S060_002_00000024_HPY.csv
0.69,0.84,0.46,0.72,0.16,0.41,0.42,0.21,0.34,0.09,0.78,0.25,0.68,0.27,0.69,0.49,0.51,S107_001_00000010_SUR.csv
0.67,0.65,0.45,0.82,0.25,0.39,0.27,0.24,0.39,0.09,0.66,0.22,0.63,0.22,0.84,0.88,0.45,S132_008_00000010_SUR.csv
0.79,0.92,0.41,0.93,0.13,0.19,0.31,0.24,0.32,0.47,0.68,0.63,0.6,0.51,0.73,0.84,0.37,S094_001_00000010_SUR.csv
0.29,0.3,0.93,0.25,0.53,0.58,0.88,0.54,0.29,0.69,0.67,0.78,0.79,0.51,0.28,0.62,0.66,S026_003_00000013_ANG.csv
0.51,0.2,0.65,0.19,0.91,0.97,0.64,0.8,0.95,0.86,0.38,0.28,0.8,0.36,0.96,0.49,0.64,S114_006_00000022_HPY.csv
0.55,0.43,0.47,0.32,0.83,0.36,0.68,0.86,0.94,0.94,0.52,0.51,0.86,0.4,0.91,0.59,0.83,S069_004_00000015_HPY.csv
0.51,0.42,0.98,0.28,0.4,0.43,0.72,0.37,0.21,0.19,0.89,0.79,0.72,0.46,0.26,0.38,0.48,S503_001_00000070_ANG.csv
0.29,0.17,0.45,0.12,0.83,0.82,0.59,0.7,0.91,0.86,0.34,0.27,0.83,0.37,0.88,0.47,0.43,S057_006_00000031_HPY.csv
0.38,0.19,0.73,0.27,0.77,0.88,0.65,0.5,0.87,0.62,0.44,0.23,0.77,0.4,0.59,0.49,0.64,S078_004_00000025_HPY.csv
0.32,0.21,0.66,0.35,0.31,0.44,0.58,0.29,0.25,0.39,0.51,0.6,0.64,0.51,0.3,0.4,0.57,S130_007_00000020_ANG.csv
0.47,0.56,0.4,0.21,0.26,0.38,0.56,0.5,0.57,0.8,0.63,0.51,0.83,0.45,0.46,0.66,0.69,S129_002_00000010_SUR.csv
0.72,0.57,0.78,0.51,0.37,0.47,0.45,0.3,0.38,0.56,0.69,0.72,0.82,0.39,0.23,0.32,0.29,S502_001_00000016_ANG.csv
0.82,0.92,0.43,0.78,0.17,0.58,0.26,0.1,0.28,0.25,0.66,0.45,0.62,0.2,0.75,0.68,0.51,S066_002_00000021_SUR.csv
0.51,0.18,0.77,0.2,0.93,0.88,0.84,0.87,0.89,0.68,0.78,0.28,0.92,0.34,0.89,0.51,0.71,S132_003_00000023_FER.csv
0.54,0.38,0.79,0.32,0.71,0.87,0.52,0.61,0.91,0.75,0.32,0.26,0.92,0.42,0.9,0.54,0.59,S076_006_00000017_HPY.csv
0.83,0.94,0.12,0.95,0.11,0.14,0.21,0.08,0.34,0.11,0.69,0.7,0.5,0.35,0.56,0.51,0.28,S055_001_00000010_SUR.csv
0.27,0.07,0.35,0.15,0.88,0.78,0.53,0.84,0.91,0.88,0.47,0.48,0.94,0.4,0.91,0.7,0.31,S131_006_00000021_HPY.csv
0.9,0.93,0.32,0.76,0.1,0.45,0.18,0.09,0.39,0.15,0.72,0.3,0.48,0.31,0.73,0.54,0.49,S114_001_00000018_SUR.csv
0.47,0.21,0.18,0.18,0.73,0.78,0.25,0.84,0.96,0.84,0.29,0.21,0.65,0.4,0.94,0.56,0.56,S089_002_00000021_HPY.csv
0.22,0.21,0.54,0.31,0.77,0.65,0.59,0.64,0.89,0.62,0.49,0.13,0.75,0.22,0.85,0.46,0.53,S050_006_00000022_HPY.csv
0.67,0.74,0.18,0.98,0.16,0.26,0.17,0.17,0.43,0.21,0.67,0.75,0.79,0.56,0.28,0.61,0.32,S124_001_00000013_SUR.csv
0.72,0.78,0.46,0.59,0.27,0.24,0.35,0.44,0.57,0.49,0.4,0.37,0.61,0.31,0.84,0.71,0.33,S057_001_00000019_SUR.csv
0.26,0.17,0.38,0.25,0.84,0.74,0.61,0.71,0.9,0.87,0.51,0.35,0.77,0.55,0.72,0.53,0.59,S130_013_00000015_HPY.csv
0.35,0.1,0.66,0.5,0.72,0.7,0.26,0.75,0.91,0.81,0.43,0.27,0.87,0.35,0.91,0.39,0.36,S042_006_00000016_HPY.csv
0.61,0.3,0.44,0.3,0.21,0.32,0.43,0.17,0.26,0.24,0.83,0.7,0.56,0.39,0.26,0.25,0.44,S066_004_00000010_SAD.csv
0.77,0.83,0.3,0.48,0.32,0.15,0.27,0.43,0.65,0.78,0.76,0.34,0.96,0.3,0.7,0.33,0.56,S050_001_00000016_FER.csv
0.36,0.2,0.47,0.32,0.8,0.71,0.6,0.72,0.92,0.9,0.42,0.42,0.65,0.43,0.9,0.63,0.46,S094_004_00000012_HPY.csv
0.81,0.35,0.57,0.57,0.19,0.77,0.44,0.13,0.3,0.29,0.82,0.78,0.47,0.44,0.3,0.25,0.62,S081_002_00000024_SAD.csv
0.44,0.15,0.86,0.31,0.53,0.8,0.44,0.28,0.33,0.27,0.6,0.8,0.78,0.61,0.18,0.42,0.54,S113_008_00000022_ANG.csv
0.82,0.39,0.71,0.33,0.25,0.58,0.39,0.24,0.34,0.17,0.54,0.5,0.48,0.51,0.31,0.3,0.64,S095_010_00000014_SAD.csv
0.71,0.38,0.92,0.35,0.52,0.56,0.63,0.76,0.36,0.39,0.95,0.84,0.61,0.42,0.46,0.36,0.85,S014_002_00000016_SAD.csv
0.26,0.26,0.91,0.31,0.62,0.82,0.76,0.27,0.14,0.51,0.56,0.83,0.88,0.5,0.29,0.58,0.66,S029_001_00000019_ANG.csv
0.45,0.25,0.78,0.39,0.68,0.95,0.64,0.48,0.43,0.53,0.56,0.63,0.69,0.43,0.57,0.49,0.61,S126_008_00000028_ANG.csv
0.38,0.18,0.84,0.15,0.71,0.91,0.64,0.36,0.63,0.67,0.37,0.76,0.68,0.57,0.26,0.38,0.63,S109_003_00000015_ANG.csv
0.76,0.72,0.52,0.57,0.19,0.5,0.23,0.29,0.39,0.38,0.64,0.75,0.69,0.34,0.66,0.67,0.48,S077_001_00000027_SUR.csv
0.31,0.14,0.28,0.33,0.69,0.3,0.46,0.57,0.91,0.87,0.47,0.46,0.81,0.46,0.89,0.5,0.48,S065_004_00000026_HPY.csv
0.85,0.41,0.64,0.82,0.45,0.55,0.23,0.34,0.44,0.59,0.74,0.24,0.98,0.42,0.76,0.26,0.46,S124_003_00000011_FER.csv
0.76,0.92,0.47,0.68,0.3,0.17,0.18,0.25,0.58,0.31,0.65,0.73,0.65,0.49,0.64,0.85,0.39,S010_002_00000014_SUR.csv
0.48,0.17,0.5,0.4,0.22,0.57,0.43,0.26,0.22,0.22,0.74,0.34,0.8,0.24,0.37,0.45,0.46,S080_005_00000012_SAD.csv
0.84,0.91,0.44,0.74,0.17,0.35,0.13,0.21,0.44,0.19,0.63,0.47,0.77,0.23,0.86,0.83,0.37,S113_001_00000011_SUR.csv
0.26,0.12,0.29,0.18,0.68,0.63,0.61,0.36,0.83,0.81,0.62,0.48,0.74,0.45,0.75,0.35,0.48,S066_003_00000012_HPY.csv
0.66,0.29,0.91,0.6,0.27,0.41,0.24,0.1,0.24,0.17,0.8,0.72,0.77,0.32,0.31,0.2,0.34,S042_002_00000015_SAD.csv
0.76,0.82,0.24,0.67,0.12,0.69,0.26,0.15,0.32,0.4,0.6,0.41,0.51,0.38,0.39,0.51,0.39,S034_001_00000029_SUR.csv
0.82,0.73,0.55,0.42,0.11,0.21,0.22,0.13,0.33,0.27,0.49,0.68,0.54,0.45,0.31,0.42,0.53,S138_007_00000010_SAD.csv
0.28,0.27,0.31,0.29,0.76,0.53,0.65,0.67,0.9,0.86,0.45,0.31,0.68,0.34,0.82,0.37,0.8,S071_005_00000020_HPY.csv
0.75,0.55,0.47,0.82,0.53,0.62,0.44,0.32,0.57,0.28,0.88,0.58,0.94,0.31,0.75,0.51,0.36,S119_003_00000022_FER.csv
0.47,0.27,0.37,0.24,0.88,0.97,0.74,0.8,0.92,0.74,0.49,0.4,0.85,0.45,0.92,0.47,0.63,S053_004_00000022_HPY.csv
0.4,0.18,0.68,0.26,0.77,0.88,0.61,0.5,0.87,0.62,0.44,0.22,0.77,0.42,0.59,0.53,0.65,S078_004_00000027_HPY.csv
0.81,0.67,0.31,0.93,0.07,0.58,0.22,0.23,0.22,0.07,0.82,0.46,0.59,0.16,0.82,0.39,0.4,S044_001_00000022_SUR.csv
0.94,0.97,0.46,0.97,0.12,0.21,0.17,0.08,0.26,0.11,0.76,0.56,0.62,0.24,0.76,0.51,0.32,S052_001_00000014_SUR.csv
0.44,0.33,0.6,0.36,0.5,0.68,0.48,0.47,0.4,0.37,0.86,0.79,0.72,0.58,0.28,0.5,0.67,S132_002_00000017_SAD.csv
0.92,0.96,0.55,0.85,0.11,0.18,0.16,0.12,0.34,0.15,0.8,0.58,0.66,0.35,0.44,0.32,0.42,S073_001_00000011_SUR.csv
0.25,0.13,0.31,0.2,0.68,0.68,0.64,0.33,0.83,0.83,0.62,0.48,0.73,0.43,0.73,0.31,0.55,S066_003_00000011_HPY.csv
0.73,0.42,0.57,0.24,0.46,0.32,0.65,0.52,0.29,0.54,0.95,0.95,0.88,0.48,0.15,0.68,0.71,S505_006_00000018_SAD.csv
0.71,0.7,0.34,0.93,0.18,0.33,0.29,0.14,0.31,0.14,0.56,0.25,0.87,0.22,0.85,0.66,0.21,S061_001_00000010_SUR.csv
0.31,0.35,0.6,0.62,0.34,0.53,0.64,0.27,0.37,0.53,0.85,0.65,0.85,0.36,0.37,0.33,0.78,S125_001_00000012_SAD.csv
0.51,0.17,0.61,0.14,0.65,0.84,0.57,0.71,0.72,0.9,0.77,0.62,0.92,0.37,0.81,0.68,0.37,S046_003_00000014_FER.csv
0.82,0.8,0.58,0.63,0.12,0.19,0.3,0.18,0.32,0.19,0.72,0.67,0.61,0.32,0.72,0.51,0.4,S058_001_00000018_SUR.csv
0.77,0.86,0.38,0.48,0.27,0.49,0.44,0.45,0.4,0.22,0.59,0.28,0.72,0.3,0.87,0.8,0.56,S068_003_00000013_SUR.csv
0.87,0.96,0.43,0.93,0.19,0.32,0.15,0.17,0.38,0.11,0.63,0.34,0.63,0.33,0.73,0.36,0.26,S136_001_00000017_SUR.csv
0.76,0.55,0.22,0.53,0.82,0.59,0.37,0.86,0.97,0.9,0.44,0.41,0.8,0.6,0.94,0.7,0.55,S056_004_00000019_HPY.csv
0.71,0.92,0.31,0.97,0.28,0.58,0.48,0.24,0.41,0.32,0.79,0.43,0.73,0.34,0.5,0.41,0.18,S137_001_00000012_SUR.csv
0.77,0.84,0.38,0.41,0.29,0.47,0.44,0.43,0.41,0.23,0.57,0.26,0.68,0.28,0.85,0.71,0.58,S068_003_00000012_SUR.csv
0.57,0.39,0.85,0.51,0.2,0.47,0.27,0.15,0.22,0.43,0.74,0.86,0.85,0.57,0.23,0.43,0.72,S022_005_00000031_ANG.csv
0.65,0.33,0.83,0.45,0.27,0.46,0.56,0.29,0.25,0.2,0.69,0.56,0.42,0.52,0.38,0.49,0.52,S130_009_00000019_SAD.csv
0.75,0.36,0.65,0.7,0.1,0.13,0.11,0.14,0.16,0.21,0.86,0.86,0.78,0.59,0.22,0.45,0.67,S011_002_00000021_SAD.csv
0.46,0.34,0.93,0.63,0.62,0.95,0.47,0.25,0.34,0.53,0.55,0.88,0.71,0.69,0.38,0.61,0.65,S010_004_00000018_ANG.csv
0.51,0.26,0.98,0.2,0.45,0.43,0.57,0.46,0.3,0.36,0.92,0.89,0.76,0.3,0.27,0.48,0.51,S503_006_00000019_SAD.csv
0.7,0.38,0.88,0.56,0.7,0.71,0.51,0.74,0.8,0.79,0.86,0.48,0.87,0.29,0.75,0.55,0.2,S999_003_00000055_FER.csv
0.88,0.97,0.1,0.86,0.07,0.26,0.2,0.09,0.38,0.26,0.63,0.6,0.69,0.29,0.47,0.51,0.5,S075_002_00000012_SUR.csv
0.46,0.21,0.19,0.18,0.73,0.79,0.25,0.83,0.96,0.83,0.31,0.22,0.66,0.38,0.94,0.54,0.55,S089_002_00000019_HPY.csv
0.9,0.96,0.44,0.72,0.31,0.22,0.21,0.28,0.48,0.37,0.77,0.76,0.55,0.38,0.7,0.31,0.47,S051_002_00000018_SUR.csv
0.51,0.22,0.27,0.23,0.75,0.63,0.33,0.88,0.94,0.87,0.48,0.42,0.83,0.33,0.94,0.68,0.6,S060_002_00000026_HPY.csv
0.27,0.08,0.34,0.15,0.88,0.79,0.54,0.86,0.92,0.9,0.45,0.44,0.93,0.42,0.92,0.74,0.32,S131_006_00000020_HPY.csv
0.79,0.79,0.57,0.61,0.11,0.2,0.28,0.21,0.32,0.2,0.74,0.61,0.58,0.29,0.76,0.56,0.37,S058_001_00000020_SUR.csv
0.39,0.18,0.85,0.37,0.27,0.94,0.59,0.17,0.15,0.31,0.67,0.72,0.67,0.52,0.26,0.47,0.51,S127_010_00000016_ANG.csv
0.41,0.18,0.83,0.46,0.23,0.71,0.5,0.11,0.14,0.25,0.52,0.73,0.8,0.64,0.17,0.43,0.68,S011_004_00000021_ANG.csv
0.36,0.16,0.42,0.18,0.9,0.91,0.72,0.85,0.96,0.84,0.45,0.27,0.68,0.43,0.93,0.44,0.5,S115_008_00000015_HPY.csv
0.3,0.26,0.9,0.31,0.63,0.71,0.72,0.23,0.15,0.47,0.54,0.8,0.9,0.49,0.3,0.58,0.69,S029_001_00000018_ANG.csv
0.3,0.2,0.89,0.33,0.35,0.45,0.51,0.28,0.26,0.54,0.72,0.74,0.74,0.52,0.19,0.63,0.46,S050_004_00000021_ANG.csv
0.67,0.72,0.22,0.92,0.14,0.48,0.23,0.32,0.4,0.25,0.47,0.24,0.7,0.27,0.77,0.86,0.32,S063_001_00000011_SUR.csv
0.41,0.35,0.25,0.21,0.93,0.71,0.46,0.81,0.97,0.75,0.35,0.27,0.82,0.4,0.91,0.57,0.7,S134_004_00000013_HPY.csv
0.21,0.04,0.19,0.15,0.93,0.99,0.59,0.91,0.96,0.87,0.49,0.2,0.72,0.32,0.96,0.42,0.61,S085_002_00000012_HPY.csv
0.6,0.24,0.38,0.58,0.76,0.57,0.27,0.54,0.92,0.53,0.4,0.28,0.81,0.54,0.86,0.58,0.34,S135_012_00000018_HPY.csv
0.38,0.09,0.72,0.24,0.34,0.99,0.76,0.25,0.14,0.19,0.69,0.76,0.6,0.48,0.17,0.33,0.52,S034_003_00000027_ANG.csv
0.77,0.74,0.22,0.99,0.09,0.59,0.16,0.18,0.32,0.2,0.65,0.49,0.55,0.25,0.39,0.53,0.1,S086_001_00000019_SUR.csv
0.31,0.24,0.38,0.24,0.89,0.83,0.6,0.85,0.89,0.91,0.58,0.32,0.88,0.57,0.86,0.69,0.81,S014_005_00000017_HPY.csv
0.29,0.15,0.32,0.42,0.71,0.36,0.47,0.6,0.91,0.86,0.47,0.46,0.83,0.46,0.89,0.51,0.45,S065_004_00000028_HPY.csv
0.72,0.7,0.33,0.93,0.14,0.3,0.25,0.13,0.26,0.14,0.61,0.33,0.88,0.21,0.83,0.56,0.18,S061_001_00000011_SUR.csv
0.61,0.51,0.82,0.61,0.26,0.85,0.51,0.25,0.37,0.43,0.71,0.82,0.63,0.38,0.28,0.19,0.33,S137_005_00000027_SAD.csv
0.39,0.5,0.47,0.39,0.39,0.75,0.6,0.29,0.39,0.28,0.52,0.67,0.7,0.47,0.21,0.31,0.83,S119_008_00000017_ANG.csv
0.77,0.38,0.67,0.7,0.1,0.12,0.11,0.15,0.17,0.2,0.84,0.83,0.75,0.55,0.27,0.41,0.68,S011_002_00000020_SAD.csv
0.61,0.47,0.53,0.32,0.23,0.4,0.47,0.33,0.34,0.16,0.87,0.67,0.55,0.38,0.4,0.32,0.44,S115_004_00000017_SAD.csv
